,label,text
1518173,1,mondayyy school go bed exhaust wait see boyi saturdayyyyyyyi
863568,1,feel like buddi love hard work gym final pay
467519,0,earli morn alway wake good dream
413469,0,jealou ur hair
969958,1,neat thank
1047192,1,clean makeup
1350211,1,go balm
248506,0,hi babi okay wrong
879462,1,favorit head swell
189690,0,uh fun ive gotten actuali happen oh well want know
1126508,1,way valley
1049440,1,thank mention steve job articl
918392,1,put togeth mama present amp take movi sucha good daughter
1549233,1,decid creat new screen name super random
295017,0,sooo mani review one almost two go awesomeee
192101,0,got brainbon daili question wrong
430126,0,cold
1254851,1,hehe appar origin png microsoft got anoth hq
209008,0,miss bgt depress
51271,0,might sign twitter updat bamboozl sadden favorit band home state see
769389,0,let
1485509,1,toni parti tonight got friend pick good
1549531,1,fyi bought wwe raw
405556,0,lol understand lot ratti owner traumat put ratti die
338049,0,got home ahhh bore
1293099,1,omg sore pilat yesterday make food make feel better
565363,0,screen phone want turn
1042488,1,wish larg mac screen fact small mac book could go work sun hot
1132131,1,well friend leav vacat miss lol
411673,0,ooooooh way bad hotmail evil msn sorri hear
1389028,1,like video learn lot msn search exist sinc
1042707,1,someon jump maa lol
617157,0,back dick head ex hack old twitter account delet stress level
544629,0,still devast play near futur place life miss past two tour
589862,0,love commit know end huge sad face
1333825,1,need work money natur work longer hour project warrant
780104,0,happi builder start work today week hell go
875606,1,hi good morn hope u great day
1492471,1,thought
1191987,1,wait hill
1584387,1,make pictur throw microwav window want see lol open window first
904383,1,piyaaa hi hyper amp bore amp onlin amp go find pictur noteboook still send messag grr
862849,1,download
429079,0,damn first delay flight travel two decad realli hard leav venic lol
1167051,1,use magic power close
58535,0,hatton got batter barcelona oooh myyi bernabeu
1241770,1,got new coffe machin
561036,0,feel good
1212605,1,thank got wash twitter great
419893,0,regret installiin twitterid want twidroid back hope fix bug soon twidroid waay cooler w gp loc amp straightfwd pic share
973986,1,bye twitter
26426,0,harvest moon game keep freez thing
1283363,1,go home cihuyyy great day everyon good night good morn
699192,0,code ignit make
1439224,1,well twitter cuti call night twit tomorrow
408266,0,twitter foreevverr agh week school
113093,0,feel bit sad nostalg
1519889,1,london dev meet awesom
54690,0,never tri settl coke zero fresca
903189,1,problem love idea cours photo perfect
319009,0,never go raw hun way sure iz
596181,0,cba wit english next
1326424,1,duel today
1207249,1,nu nimic cand il prind il trag din oficiu de urechi
852140,1,make u think twice hit print button save tree
872976,1,recip pleas share
1054067,1,figur twitter work
607203,0,jealou u tether due amp inabl flexibl peopl us still wait
75446,0,soooooo much work
609206,0,ofcours get plane make less five hour know eat
528718,0,major shop crisi basic want buy everyth
1391425,1,happi saturday hope everyon fabul weekend
1550056,1,wait boston friday
1009046,1,hi found ich mag den stern schon gaaaaaaaaanz lang
1017058,1,excit ideabounti love rain enjoy write novel amp busi start new biz best friend good
1029685,1,swear god idnt believ premarit sex
1269112,1,eat pasta
1499315,1,best weekend ever come
642272,0,murg tire get play peggl night till
37669,0,anoth day anoth dollar want work
450738,0,drive hit car behind got cut far know car total
1176257,1,feel quot invinc quot preview album
1586176,1,time bed
319871,0,awww wish could come
1494382,1,version cook
992302,1,onlin
1270277,1,tech lesson histori trojan hors bewar g r eek
951135,1,holi wow fuck ladi ga ga hair cake burnt
1162086,1,funni
1337207,1,btw complet day w meat
1215451,1,excel finger cross parol board decis get tidi hous lol
1094658,1,ooh nice nice day oh yeah northern ireland anytim soon xxx
1145724,1,wow dunno say sorri make upset stop amp thank explain thing
355301,0,yeah final saw true blood final pray lafayett alright
82776,0,bare got done bake tire
383914,0,ask guy say lil prayer feel well na hmmm got soak rain yesterday
872965,1,prom date
984578,1,alreadi know miss thank let us know
1404650,1,wake saturday happi
1357657,1,bitch tri get crazi work sent ass home
1210105,1,day never ever ever excit
915341,1,yep deserv stand ovat
1255513,1,def today amaz love youuuu lt
293252,0,glad rania meinhart like turquois buddha wed present back dusseldorf
858259,1,kapuso kinda know though sure think right play request kanina
1084970,1,thank u guy good time kiss niyah day meet
1000569,1,hope get better pray
380972,0,sulk
1274611,1,boston great howev left heavi accent chest hair coupl cigar temper whadda ya rehtahd
235905,0,go read magazin amp amp ice ankl todayi
168794,0,glad one babi terrifi think never come back
1224983,1,workout get readi meet lawyer cousin visit chile tonight
392004,0,miss sweet turkey much love amp miss u guy
533654,0,ate dinner cuddl dog found father offer new posit kansa recess
812847,1,thank much tweet
1178460,1,oh gosh tweet bout amazon follow hii amazon
935362,1,go elton john billi joel concert tonight get back honki cat
236350,0,want write stupid debat ugh
421783,0,front page pogo stick fail gif tri backflip
377344,0,go gym cardio pick strawberri pie go friend hous dinner last time see
1377291,1,realli piss
98734,0,weekend lol day day tomorrow back saturday
162656,0,head hospit take pain anymor
1575631,1,yup happi jona day also
23676,0,love day stuck insid
796644,1,ok lie late night crave georg lopez got best lol much commun servic tomorrow
405253,0,total suck game today better play well tomorrow
371150,0,gtg piano lesson back night mayb saturday busi
1223147,1,comput adid design checkin twitter
741984,0,almost got book fey lore barn nobl yesterday prevent lack fund sale
1083553,1,hahaha nope thank
179420,0,donni gone joey
300012,0,sleepi movi watch bed suggest
791843,0,want twitter fone
158152,0,offici move day hate move day
1103672,1,graduat parti today
549754,0,ye mine crash often home directori full core dump
1119925,1,rt never know mani mathematician homeschool mom lol thank follow
927077,1,friend mean littl bia love boo
767269,0,million dollar question day work less money evryday guess smthing wrong lol
8663,0,chines take probabl good italian
440048,0,ye hope dvr readi bad loss yesterday
786213,0,tri get motiv run littl slow morn forgot breakfast home
759875,0,last ever tutori tomorrow bum appar barstow show face
938692,1,vote space invad
1380583,1,final goin bed gettin ridicul blame gf damn alway get n troubl get n enuf realli
159828,0,deep priec soul
755596,0,oh reactiv wow acct partial thank frequent mention goodby life
793633,0,eat
1289197,1,watch never end stori talk friend america
220580,0,scari ass shit chicken saw room close lol
920551,1,hey byrdi byrd tri call u answer grr hope well god bless
398489,0,aww park butcher shop deer drop make sad
800242,1,video comment amp suscrib amp follow cheer x
1338993,1,thank realli flatter
1342041,1,lunch lovin boo go see tonight fun day houston
32668,0,work till pm need sleep bad time
1192218,1,ye
1075200,1,tweetin guy favorit tweep
556873,0,ugh earli freakin suck marissa bail
1447163,1,awesom good thank go offlin work fic actual
495098,0,offici lame grind
427832,0,reallllyyyyi wish go work today
968793,1,comin bike week make sure get would good see
1032747,1,feet kill think good job train newbi
32576,0,lucki follow
613894,0,much want shirt dnt thnk cring lol
223308,0,got whole bunch leftov donat bagel servic day go throw away
632045,0,cold cold go freebord
261021,0,lloonngg asss dayi near miss hill
36042,0,readi semest dread go class everyday fun feel
1395659,1,cyru thank youu ur come ireland x
362802,0,ugh stupid sorri
1504201,1,crack last tweet feel sibl quot love quot hahaha
882040,1,agre ignor instead attack guess miss p bother nobodyz like
1330597,1,wet want like pic bethesda rock
832558,1,goooood morn love weather crave sushiland lol
1584293,1,listen chem first cd walk
1260894,1,hope moodl train well receiv
1215738,1,thank sure finey stress l
1163172,1,wait first batch icecream machin bought cagliari right xp
223566,0,noth posit say loss today depress
1051766,1,hey like haha funni go make anymor mandi miley show video oh shall vote x x
236167,0,mom gone until tuesday get keep hous clean make meal life rough
926887,1,pistachio come back tomorrow
436486,0,wish want see trey songz soooo bad lol
469179,0,sadli look forward watch coverag though
1240254,1,first day work today guess work dneg
1313955,1,love mcfli add msn chatt serenamcflyfan xx
803341,1,brag pancak god get even
1499868,1,got patron white girl
1214869,1,thank workshop fossil rim wildlif center later year stay tune
364684,0,upset come newcastl uk tour decemb
1063234,1,awesom day work got good news
57760,0,true expect high
1188547,1,play wii listen music
140033,0,caught interview nova awesom wish ticket shooo
1462767,1,thank darl updat site gig
631154,0,sorri twiggaz kno slaxk juss lost juss brillen wit dha bestiesz doe
644469,0,hungri
1018582,1,thank happi part quot marxist wackadoodl quot collect
112219,0,job hunt hard fresh grad
648239,0,bah gorrillapod order
243422,0,least birthday made sad face babi bird
966101,1,heyyy mama alright knew somebodi besid could use word day
1563398,1,hot wing sound realli good right
376707,0,believ filipino philo class go surviv
1516370,1,hey ppl u socialvib acc go help mfr ad new goal
515322,0,work
48994,0,still tweak present feel better everi minut wish found way finish last week
774034,0,find fight club book dnw ebook seen book cs mention
489786,0,omg hot thunderstorm suppos cool everyth
145061,0,follow pleaseeee
774006,0,rememb use make zine transcrib interview worst
767147,0,fave blk stilleto heel r offici dunzo day time brand new pair lt sooo much
559804,0,sinc awak unreason earli pre till thought would load avail yet
1548402,1,someon shot bottl rocket dog jump end tabl big
961210,1,ha go get joey albert airickuhh
564249,0,ruin one buttplug
462261,0,ugh less drive hate
379945,0,realli good best friend favorit help sorri
1472346,1,haha definit watch point view
171965,0,mani med sleeepi sleeepi hate sick
1208299,1,welcom
289503,0,u even know nearest target starbuck new home minut away
1271803,1,flew san jose noth bad mean blood wall
1363797,1,never think jona brother today haha
161746,0,begin get way hard pleas friend
326624,0,realli miss work grub money spoil
1296393,1,happi birthday hope good day x
855468,1,great time tonight sister amp bf
348868,0,teh best form today pissi day way happi day ah realli annoy bore angri
763624,0,ye sit get win
1339162,1,good morn
823684,1,organis properli next time glad enjoy
277928,0,class anyth
1189660,1,whooah heard hide seek knew exist gosh great version hide seek great job hun
466924,0,great weekend back realiti back colleg
946757,1,earli sunday morn mate
1503301,1,need good pic let us get glamour shot necc
202294,0,never see
71070,0,sleep think tomorrow
477923,0,yay go home see babi miss
687648,0,glad great time enviou current bucket rain enjoy love weather fun
602477,0,paul presenc presenc planet best gift world ha ha assum mean
165027,0,ye haha impal cross key love scottish tri irish ewan mcgregor
482673,0,lol sure wish post year old could pretend gaydzilla
1320260,1,sure sweeti could dm say follow lol hug c
